transaction_id,amount,failed,new_device,international,rapid_frequency,is_fraud
575,2513.434896293995,0,0,0,5,0
576,120.16486693619312,0,1,0,1,0
577,1387.9936388686167,0,0,0,5,0
578,2370.5213619631854,0,1,0,2,0
579,249.98820936752472,0,0,1,1,0
580,3441.8143656768048,0,0,0,1,0
581,1538.3972512198643,0,1,0,0,0
582,723.9425845252953,0,0,0,2,0
583,2064.7859959583334,0,1,0,3,0
584,10622.108948522553,0,0,0,1,0
585,1315.3607677162338,0,1,0,2,0
586,1405.601475075996,0,0,0,1,0
587,692.7291601189393,0,0,0,1,0
588,468.7903391968474,0,0,0,3,0
589,2515.7740701339153,0,0,1,2,0
590,465.8744485402268,0,0,0,1,0
591,1177.9916044331771,0,0,0,4,0
592,680.1698546541645,0,0,0,0,0
593,1770.4337034425164,0,1,0,2,0
594,1530.9781215987298,0,0,1,3,0
595,3094.989969552086,0,0,0,4,0
596,658.5125642747852,0,0,0,3,0
597,837.2519700786232,0,0,0,0,0
598,412.0877385066468,1,0,0,2,0
599,703.2459862499998,0,0,0,1,0
600,1599.266703797065,0,0,0,0,0
601,2337.853820216005,1,0,0,1,0
602,436.08390863149003,0,0,0,0,0
603,2616.5342614429887,0,0,0,3,0
604,4254.097260504274,0,0,0,2,0
605,1658.1120307469653,0,0,0,1,0
606,7163.799764538519,0,0,0,2,0
607,505.83513745733893,0,0,0,3,0
608,315.8745991486329,0,0,0,4,0
609,185.1710052991762,0,0,1,1,0
610,4895.365946866065,0,0,0,2,0
611,2109.8363334030255,0,0,1,1,0
612,1037.340317161365,0,0,0,1,0
613,1450.9425029943145,0,0,0,4,0
614,355.85059034010436,0,0,1,3,0
615,12654.295220124815,0,1,0,2,0
616,1247.9046976802463,0,0,0,2,0
617,1223.4069095336624,0,1,0,0,0
618,2265.9890831424345,1,0,0,1,0
619,1774.0302804288185,0,0,0,1,0
620,1371.8068579387846,0,0,0,1,0
621,497.4651702273961,0,1,0,2,0
622,1757.1849672787,0,0,0,1,0
623,7201.355106096087,0,0,1,1,0
624,4210.851009004548,0,0,0,0,0
625,5394.777455160078,0,0,1,1,0
626,657.7232982917433,0,0,0,2,0
627,407.64438124896105,0,1,1,6,0
628,967.0141032631489,0,0,0,0,0
629,1159.4776863249167,1,0,0,3,0
630,3275.3876860100486,0,0,0,1,0
631,201.85212407594653,0,0,1,1,0
632,5062.168964055618,0,0,0,0,0
633,936.3525873394653,0,0,0,2,0
634,715.5982671180302,0,0,0,4,0
635,398.57497546627593,0,0,0,3,0
636,209.58792229205545,0,1,0,2,0
637,2497.812390449884,0,0,0,2,0
638,1180.0569360534212,0,0,0,3,0
639,301.88287175048623,0,1,1,1,0
640,300.34182057176537,1,0,0,2,0
641,783.848138511571,1,0,0,2,0
642,5819.802033528931,0,0,0,0,0
643,845.9063437040104,0,0,1,1,0
644,243.92408427992012,0,0,0,3,0
645,857.7021853517779,0,0,0,0,0
646,834.8703390783119,0,0,0,3,0
647,73.9296050292479,0,0,0,4,0
648,1038.6791464874725,0,1,0,0,0
649,870.4980070648508,0,0,0,1,0
650,2199.9861960707317,0,0,0,4,0
651,6967.112169012335,0,0,0,2,0
652,3383.1585336894027,0,0,1,1,0
653,838.0781127514141,0,0,0,4,0
654,362.6630227954661,0,0,0,1,0
655,14376.637946084495,0,0,0,1,0
656,1163.5354305945873,0,0,0,2,0
657,1112.0153647240372,0,0,0,1,0
658,1070.4933681234502,0,0,1,2,0
659,1336.867889088789,0,0,0,2,0
660,949.2190444789637,0,0,0,1,0
661,617.9070200344208,0,0,0,3,0
662,634.6927723613796,1,0,0,0,0
663,1061.296687705088,0,0,0,2,0
664,636.876162227399,0,0,0,5,0
665,537.6211969719059,0,0,0,1,0
666,1219.7854086317463,0,0,0,1,0
667,849.8184875137854,0,1,1,2,0
668,4934.432688799652,0,1,0,3,0
669,77.40336008520696,0,0,0,1,0
670,3266.606155271362,0,0,1,0,0
671,3812.670695477356,0,0,0,2,0
672,137.91116797929973,0,0,0,4,0
673,778.4559495479149,0,0,0,6,0
674,756.3915262646019,0,0,0,3,0
675,268.402657222714,0,1,0,2,0
676,503.801989253499,0,0,0,4,0
677,361.1972306870885,0,0,0,0,0
678,6325.032446244699,0,0,0,2,0
679,2795.2543777003134,0,0,0,0,0
680,3911.0262829416556,0,0,0,1,0
681,2256.72982444046,0,0,0,4,0
682,354.58504865680123,0,0,0,1,0
683,649.030514760823,0,0,0,3,0
684,1788.932873899017,0,0,0,4,0
685,323.0710251347704,0,0,0,3,0
686,2237.2404203608107,0,0,0,2,0
687,862.3615392726308,0,0,0,2,0
